name,review_count,categories,rating,coordinates,price
Yeganeh Bakery & Kafe Unik,1158,"breakfast_brunch,sandwiches,cafes",4.5,"37.3234875728828,-121.954808267698",$$
Greenlee's Bakery,518,bakeries,4.0,"37.33198,-121.91135",$$
Friends Coffee & Tea,57,"coffee,specialed,artsandcrafts",4.5,"37.306856,-121.93233",$
Starbucks,273,coffee,3.5,"37.383279105422,-121.894485",$
Starbucks,355,coffee,2.5,"37.34136559933921,-121.9115763294492",$$
Community Coffee,144,coffee,4.5,"37.419794990107,-121.87545304339",$
CA Bakehouse,683,"bakeries,desserts,cakeshop",4.5,"37.331610851219914,-121.85735101004407",$$
Starbucks,70,coffee,3.0,"37.369241,-121.920381",$
Mini Taiyaki Cafe,84,cafes,4.0,"37.32342,-121.99225",$
Cafe Docanto,68,coffee,5.0,"37.3514072,-121.8595298",$
Anton SV Pâtisserie,1190,"bakeries,desserts",4.5,"37.38477,-121.9074193",$$$
Daily Donuts Sandwich,125,"donuts,bagels,sandwiches",4.5,"37.35546,-121.95915",$
Spreadz,242,"sandwiches,delis,salad",4.5,"37.367766,-121.967249",$$
MoDo Hawaii,513,donuts,4.5,"37.35185250073329,-121.95995346811311",$$
Lily Coffee & Sandwich,67,"vietnamese,sandwiches,coffee",3.0,"37.380485,-121.940998882055",$
Remedy,6,cafes,4.0,"37.3823019865989,-121.895082145929",$$
Eataly  Silicon Valley,578,intlgrocery,3.5,"37.3244194,-121.9465798",
Mission Kitchen,10,coffee,4.0,"37.38808,-121.97378",$$
Imagine It Bakery,33,"bakeries,gluten_free",4.5,"37.3590507507324,-121.948722839355",$
US Soypresso Oakland,58,"desserts,gourmet,chinese",4.5,"37.3754247562729,-121.894356449367",
Dough-To-Go,12,bakeries,4.5,"37.3878402709961,-121.943504333496",
WFM Coffee Bar,5,"coffee,coffeeroasteries",2.5,"37.3808,-121.976",
RāwASF - Milpitas,862,"juicebars,vegan,acaibowls",4.5,"37.454754,-121.911615",$$
Crema Coffee Roasting,201,"coffeeroasteries,salad,sandwiches",3.5,"37.33284849720854,-121.91200208427284",$
Aroma Coffee and Snacks,178,"desserts,coffee,vietnamese",4.0,"37.4168459526991,-121.876774057746",$
Starbucks,365,coffee,3.0,"37.3529753,-121.997426",$$
Peet's Coffee,234,coffee,4.0,"37.332048915977,-121.912977980376",$$
Bon Beignet,21,"coffee,icecream,donuts",4.0,"37.32946,-121.85928",
43 & Company,95,"bakeries,desserts",4.5,"37.4104659,-121.8863502",
House of Bagels,843,bagels,4.5,"37.3367999,-121.8763",$
Oasis Metro Deli,150,"delis,sandwiches,breakfast_brunch",4.5,"37.36893,-121.91579",$
La Patisserie,1058,"bakeries,customcakes",4.0,"37.3218310882795,-122.018986775533",$$
Paris Baguette,1396,"bakeries,coffee,cakeshop",4.0,"37.35366583743593,-121.99426269406719",$$
Starbucks,41,coffee,3.0,"37.38741433,-121.96027774",$$
Bloom,830,"tradamerican,breakfast_brunch,cocktailbars",4.5,"37.32831,-121.9661",$$
Caffè Lavazza & La Pasticceria,8,"cafes,italian",4.0,"37.32366,-121.94436",
Starbucks,1,coffee,3.0,"37.3649401716993,-121.9228148",
Wow Wow Hawaiian Lemonade,64,"juicebars,coffee,acaibowls",4.0,"37.32375,-121.91392",
Toast Cafe & Grill,994,breakfast_brunch,4.0,"37.30672959520548,-121.89179398749884",$$
The Great American Bagel Bakery,36,bakeries,2.5,"37.36502,-121.92383",
House of Bagels,192,"bagels,breakfast_brunch,sandwiches",4.0,"37.3929707275154,-121.97781085968",$
US Soypresso - Bascom,93,"organic_stores,healthmarkets",4.5,"37.31804,-121.93224",$$
Peet's Coffee,232,coffee,4.0,"37.434571718678,-121.89812222936",$$
Ruby's Pan Dulce,86,bakeries,4.0,"37.3971806028527,-122.023231782868",$
Mr. G's Espresso,3,coffee,4.5,"37.3628634427902,-121.850623860955",
HS Coffee & Juices,57,"coffee,cafes,juicebars",4.0,"37.4134977322142,-121.875734271427",$
The Giving Pies,170,"desserts,coffee,breakfast_brunch",5.0,"37.309478614245535,-121.88707944005728",$$
Paris Baguette,6,"bakeries,coffee,cakeshop",5.0,"37.35219,-121.96991",
Oasis Baklava,95,bakeries,4.5,"37.38916440001024,-122.00457363159718",$$
Starbucks,50,coffee,3.5,"37.3810248585123,-121.974374705523",$$
Pastelaria Adega,174,"bakeries,portuguese",4.0,"37.336243,-121.889852",$$
Posh Bagel.,3,bakeries,5.0,"37.3885765075684,-121.941864013672",$$
Tous Les Jours,64,"coffee,bakeries,desserts",3.5,"37.38356,-121.89453",$$
Sweetdragon Baking Company,58,desserts,5.0,"37.314472979227844,-121.9053241",$
Paris Baguette,248,"coffee,bakeries,cakeshop",3.5,"37.387329,-121.883394",$$
111 Bakery,208,"bakeries,sandwiches,cakeshop",4.0,"37.3662658692356,-121.848875981952",$
Baker's Village,123,bakeries,4.5,"37.35137,-121.99988",$
Coffee Bar,3,coffee,3.5,"37.4025936,-121.9767488",$$
Caffino Drive-Thru Espresso and Coffee,151,"coffee,bakeries,bagels",4.0,"37.3382225036621,-121.976203918457",$
Le Croissant,49,bakeries,4.5,"37.298096,-121.845721",$
Mian Bao House,90,bakeries,4.0,"37.45552,-121.91024",$
Bijan Bakery & Cafe,905,"bakeries,sandwiches,cafes",3.0,"37.333023,-121.888903",$
The Croissant Spot,6,"bakeries,coffee",4.5,"37.30728708017472,-121.90053161405713",
WFM Coffee Bar,3,coffee,4.5,"37.332295,-121.904991",
Peet's Coffee,195,coffee,3.5,"37.3195731635097,-121.948362681544",$$
Christy's Donuts,361,"donuts,coffee",4.5,"37.435937,-121.885618",$
Philz Coffee,971,"coffee,breakfast_brunch",4.5,"37.322560179453575,-122.03468850224175",$
Fantasy Cafe,13,coffee,3.5,"37.3337389702763,-121.853684261441",$$
Peet's Coffee and Tea,87,coffee,2.5,"37.365867,-121.92542",$
Circle-A Skateboards and Coffee,143,"skateshops,coffee,cafes",4.5,"37.3334244601748,-121.88602953033946",$
Loop Neighborhood Market,51,"servicestations,convenience,carwash",3.5,"37.410096,-121.978225",$$
Taste of Heaven Bistro,49,"breakfast_brunch,dinnertheater",4.5,"37.40655,-121.88789",$$
Donut Wheel,716,"donuts,coffee",4.0,"37.326383,-122.031939",$
Shuei-Do Manju Shop,964,"bakeries,japanese",4.5,"37.34935,-121.89401",$
Zanotto's Family Market,744,grocery,4.5,"37.3279017606557,-121.931446891618",$$
Beryl's Place,28,"delis,breakfast_brunch,tradamerican",4.0,"37.39483,-121.9284",$
Camino Brewing Co,210,breweries,4.5,"37.32544,-121.88222",$$
Bagel Guys Bakery,445,"sandwiches,bakeries,bagels",4.0,"37.2928481,-121.9131757",$
City Bagels,307,"bagels,fooddeliveryservices,sandwiches",4.0,"37.33573,-121.89116",$
Vegan Donut And Cafe,280,"donuts,gelato,juicebars",4.5,"37.34084,-121.8814",$$
Dia de Pesca,1788,"mexican,seafood,breakfast_brunch",4.0,"37.324569,-121.932301",$$
Choc Cookies,307,"bakeries,desserts,fooddeliveryservices",4.5,"37.352959,-121.9870995",$
Cafe Rosalena,989,"breakfast_brunch,tradamerican,salad",3.5,"37.33178437,-121.9112868",$$
Whole Foods Market,510,"grocery,organic_stores,healthmarkets",3.5,"37.332295,-121.904991",$$
Lafayette Pure Water,9,waterstores,4.0,"37.38147,-121.94155",$
Starbucks,242,coffee,3.0,"37.38938404,-121.98331516",$$
Intel Cafe,23,"delis,burgers,sandwiches",3.0,"37.388203392883064,-121.96562932940482",$
JT Express,591,"icecream,desserts,sushi",4.0,"37.34845,-121.895",$
The Breakfast Club,3520,"breakfast_brunch,waffles,tradamerican",4.0,"37.323197697534354,-121.9150064",$$
Starbucks,25,coffee,2.0,"37.349968,-121.96090758",$$
Fancy Flavors,133,"desserts,macarons,coffee",4.5,"37.29294204994949,-121.99132629344005",$$
STARBUCKS,84,coffee,2.0,"37.3659551,-121.9258022",$$
Bagel Place Cafe,182,"bagels,breakfast_brunch",4.0,"37.384504,-121.995135",$
Susan's Donuts,65,donuts,3.5,"37.4039115905762,-121.995056152344",$
La Terra Bakery & Cafe,221,"bakeries,coffee,desserts",4.0,"37.3368620884625,-122.022391832245",$$
Nijiya Market - San Jose,495,"japanese,intlgrocery,seafoodmarkets",4.0,"37.34908,-121.89348",$$
Mikayla's Cafe,841,"tradamerican,breakfast_brunch,beverage_stores",3.5,"37.4082,-121.96331",$$
Dunkin',167,"coffee,donuts",2.5,"37.31205,-121.9497",$$
Winchester Coffee House,18,coffee,4.5,"37.306111,-121.951018",$
Hokkaido Fair,8,importedfood,4.0,"37.31514,-121.97765",$$
Starbucks,187,coffee,3.5,"37.35179,-121.967822",$$
Santa Clara Valley Medical Center Farmers' Market,3,"farmersmarket,markets",4.0,"37.3148559393179,-121.933286292002",
Santana Row Farmers' Market,66,farmersmarket,3.5,"37.3199011,-121.9483389",$$
LeanFeast - North San Jose,44,"gourmet,breakfast_brunch,newamerican",4.5,"37.37055,-121.91691",
Best Donuts,62,donuts,3.5,"37.338094475013136,-121.93846572458152",$
Sultan Bakery,402,"bakeries,falafel,desserts",4.5,"37.340341,-121.912768",$
First Choice Services,3,coffee,3.5,"37.37959,-121.95926",
Rose Garden Farmers' Market,23,farmersmarket,4.0,"37.3290168073064,-121.924171416765",$$
Holy Cannoli,137,"cafes,catering,foodtrucks",4.5,"37.33725,-121.88759",$$
Wilderness Cafe,4,"cafes,cafeteria",5.0,"37.32348,-121.95373",
House of Bagels,202,"bagels,breakfast_brunch,sandwiches",4.0,"37.3238682744112,-121.994400794273",$
The Funny Farm Restaurant,578,"burgers,comfortfood,breakfast_brunch",4.5,"37.32348,-121.95407",$$
Hapa's Brewing Company,395,breweries,4.5,"37.3199234131692,-121.908018084656",$$
Fresh U Order Bakery & Cafe,127,"coffee,bagels,bakeries",4.0,"37.3817367553711,-121.995132446289",$
Euro Market,71,"grocery,importedfood",4.5,"37.3542442321777,-121.946670532227",$$
Sunnyvale Farmers' Market,303,farmersmarket,4.5,"37.3760354682223,-122.030385844409",$$
Gunther's Restaurant and Catering,550,"german,delis,breakfast_brunch",4.0,"37.29396,-121.91411",$$
Snowman Hot Chocolate,53,coffee,4.0,"37.3331725496027,-121.88963021589",$$
Park Station Hashery,538,"tradamerican,seafood,breakfast_brunch",3.5,"37.33402613,-121.9246284255188",$$
Sarah's Cafe,9,cafes,4.0,"37.340731,-121.973919",$
Starbucks,91,coffee,3.5,"37.3981726685576,-121.923778",$
Peet's Coffee,25,coffee,2.5,"37.3279065638781,-121.889984607697",$
Uncle John's Pancake House - The Alameda,304,breakfast_brunch,4.5,"37.33153,-121.91265",$$
Green Bites Cafe,239,"healthmarkets,fooddeliveryservices",4.0,"37.3018581,-121.9312136",$
Starbucks,72,coffee,4.0,"37.40306188,-121.93308086",$
iJava Cafe,90,"breakfast_brunch,diners,coffee",4.5,"37.29156,-121.87928",$$
Bill's Cafe,2271,"breakfast_brunch,tradamerican",4.0,"37.34303,-121.92846",$$
An Vat Co Beo,1,"coffee,juicebars",5.0,"37.31308526795148,-121.87808609772918",
California Sourdough,1351,"delis,sandwiches",4.0,"37.3823127746582,-121.894813537598",$$
Ortiz Panaderia,18,bakeries,4.0,"37.3568840026855,-121.888725280762",$
Taplands,285,"beerbar,beergardens,brewpubs",4.5,"37.348416,-121.946113",$$
Mimosas of Willow Glen,257,"breakfast_brunch,diners,sportsbars",4.0,"37.3101718,-121.8961764",$$
Mochinut,93,"donuts,hotdog,coffee",4.0,"37.33639519897999,-121.89491377308171",$
Japantown Farmer's Market,97,farmersmarket,4.0,"37.353311,-121.892462",$
Nothing Bundt Cakes,737,"bakeries,desserts,cupcakes",4.5,"37.3717447,-122.0456118",$$
Whole Foods Market,422,"organic_stores,healthmarkets,grocery",3.5,"37.3808,-121.976",$$
Arcade Cafe,27,cafes,3.5,"37.3809748139478,-121.983297664593",$
Lady M Cake Boutique,189,"desserts,bakeries,customcakes",4.0,"37.3247314690737,-121.94447047373654",
Erik's DeliCafé,168,"delis,sandwiches,soup",4.0,"37.3392826525673,-121.977769759784",$
Lavazza,2,"cafes,bakeries,breakfast_brunch",4.0,"37.40548372304477,-121.943113597392",
Starbucks,42,coffee,2.5,"37.394777,-121.947652",$$
The Best Sandwiches ,316,"sandwiches,catering,breakfast_brunch",4.5,"37.427931,-121.90638",$$
Pressed,354,"juicebars,vegan,healthmarkets",4.0,"37.32043,-121.9487",$$
Peet's Coffee,188,coffee,4.0,"37.36791086830201,-122.0332639",$
Santa Clara Farmers' Market,110,"markets,farmersmarket",4.0,"37.3498496422027,-121.947444134765",$
Andersen Bakery,297,"bakeries,sandwiches,cafes",3.5,"37.414728,-121.897638",$
Sunstream Cafe,11,coffee,2.5,"37.3486063911751,-121.938942440283",$
Cafe San Jose,821,"breakfast_brunch,cafes",4.0,"37.295015,-121.9145",$$
Starbucks Reserve,289,coffee,3.5,"37.32202,-122.03294",$$
The Queen's Coffee,3,"coffee,sandwiches",4.5,"37.29490694607485,-121.93280190021885",$
85°C Bakery Cafe-San Jose,472,"coffee,bakeries,cakeshop",3.0,"37.30401108085558,-122.03258654339042",$$
Thien Huong Sandwiches & Bakery,130,"bakeries,vietnamese,sandwiches",4.0,"37.33341,-121.85329",$
KJ's Cafe,6,"coffee,juicebars,sandwiches",4.0,"37.3378533382167,-121.885099678966",
Insomnia Cookies - San Jose,134,"desserts,icecream,fooddeliveryservices",4.0,"37.335419,-121.889781",$$
Bakery Mexico No 2,282,"mexican,bakeries",4.0,"37.337146364332,-121.888875178993",$
Bill's Cafe,412,"breakfast_brunch,tradamerican",4.0,"37.3228351,-121.9927992",$$
whaT’s More cake studio ,83,"customcakes,desserts,cakeshop",4.5,"37.3817313,-121.9953398",
Bill's Cafe,1003,"tradamerican,breakfast_brunch",4.0,"37.328369,-121.9318303",$$
LUNA Mexican Kitchen - The Alameda,2276,"mexican,breakfast_brunch,vegetarian",4.0,"37.33399,-121.915279",$$
J Dessert Salon,61,"desserts,venues,shavedice",3.5,"37.351772,-121.981977",$$
Starbucks,280,coffee,3.5,"37.429231,-121.9093086",$$
Coffee Society,103,"coffee,bakeries,sandwiches",3.5,"37.3180675843129,-122.028904099137",$
Mega Mart,322,"intlgrocery,seafoodmarkets,meats",4.5,"37.356783,-122.020198",$$
Dolce Sicilia Cafe,155,"desserts,italian,pastashops",4.5,"37.30717,-121.90076",$
The Table,3401,"newamerican,breakfast_brunch,salad",4.0,"37.308203,-121.901284",$$
Starbucks,24,coffee,2.5,"37.3692129,-121.9292307",$
Winchester Cafe,2,cafes,4.5,"37.3183318,-121.9510491",
Frenchery,9,importedfood,5.0,"37.3688299635129,-122.036349736154",
Towers Cafe,32,"coffee,sandwiches",4.0,"37.337659,-121.894105",$
Sweet Sicily,193,"italian,desserts,coffee",4.0,"37.377361,-122.029701",$$
Bagel Street Cafe,402,"bakeries,bagels,sandwiches",4.0,"37.389111,-122.029689",$
Stained Wheat,2,bakeries,5.0,"37.329131,-121.884098",
Nespresso Boutique at Macy's,62,"coffee,cafes,coffeeroasteries",4.0,"37.32459,-121.94853",$$
Santo Market,660,"delis,intlgrocery,sandwiches",4.5,"37.35171,-121.89533",$$
Cadence Cyber Cafe,2,internetcafe,4.0,"37.3509369149766,-121.940096993872",$$
Le Petite Bakery,11,bakeries,3.0,"37.308987,-121.978017",$$$
SomiSomi,201,"desserts,icecream",4.5,"37.36996996055502,-121.880344317494",$$
Guzzle Nutrition,18,"juicebars,nutritionists,weightlosscenters",3.5,"37.304391,-121.914166",
Manley's Donut Shop,107,donuts,4.0,"37.30953,-121.90157",$
Sugar Mama Desserts,425,icecream,5.0,"37.421126,-121.9159772",$$
Tostadas,1358,"breakfast_brunch,newmexican",4.0,"37.33935702614609,-121.88395663107825",$$
Jen's Cakes,411,"desserts,customcakes,cupcakes",4.5,"37.3106,-121.90302",$$
Mariette Chocolates,134,chocolate,4.5,"37.30562,-121.89846",$$
Alexander's Patisserie,173,"desserts,cakeshop,chocolate",3.5,"37.32355031784,-122.00928695491",$$
Cinnabon,46,bakeries,2.0,"37.3254253254941,-121.943555185185",$$
Corner Bakery Cafe,198,"cafes,bakeries",3.5,"37.2917935,-121.9915063",$$
House of Bagels,67,"bagels,bakeries,breakfast_brunch",4.0,"37.292712,-121.996123",$
Tostadas,713,"breakfast_brunch,mexican",4.0,"37.3240628588787,-121.9217553",$$
Royce' Chocolate - Santa Clara,36,"chocolate,desserts,candy",4.5,"37.32483274352617,-121.94463405489662",
Daily Donuts,194,"donuts,bagels",4.0,"37.3914506665314,-122.013728285328",$
Tindahan Pinoy,148,"filipino,desserts,breakfast_brunch",4.0,"37.397174,-121.873957",$$
El Amanecer Bakery,10,"bakeries,customcakes",4.0,"37.29495,-121.95032",
Cisco Building 17 Cafeteria,16,breakfast_brunch,3.0,"37.40833,-121.92733",$
Fugetsu - San Jose,165,"teppanyaki,delis",4.5,"37.3156752,-121.9783166",$$
Bobbi's Coffee Shop & Cafe,435,"breakfast_brunch,coffee,desserts",4.0,"37.29950314604953,-122.03267278875043",$$
Bed & Breakfast Burrito,4,breakfast_brunch,3.0,"37.38284,-121.950056",
Coffee Luvvelo,18,coffee,4.0,"37.3207850905496,-122.045564800501",$
Christy Donuts,348,donuts,4.5,"37.3878279337472,-121.859873626379",$
Fountain Restaurant,163,breakfast_brunch,3.5,"37.333,-121.88898",$$
Starbucks,233,coffee,3.0,"37.320964,-121.949113",$$
Sara's Kitchen,690,"tradamerican,breakfast_brunch,cheesesteaks",3.5,"37.3475994772522,-121.951603179762",$$
Café 225,3,coffee,3.5,"37.328083,-122.032936",
Nordstrom Ebar Artisan Coffee,119,coffee,4.0,"37.32589,-121.946605",$
Barnes & Noble Booksellers,398,"bookstores,toys,cafes",3.5,"37.322656,-121.963247",$$
Adorable French Bakery,102,"farmersmarket,desserts,bakeries",3.0,"37.3322748789792,-121.896023266017",
Duc Huong Gio Cha Sandwiches,633,"vietnamese,sandwiches,breakfast_brunch",4.5,"37.3312933164666,-121.854854547626",$
Paris Baguette,89,"bakeries,coffee,cakeshop",4.0,"37.3614,-122.02564",$$
Charlotte Truffles,16,chocolate,5.0,"37.3589859008789,-121.959938049316",$$
Homeroom,12,"fooddeliveryservices,tradamerican",2.5,"37.352154,-121.936658",
Manley's Donut Shop,76,"coffee,donuts,sandwiches",4.5,"37.2945975,-121.9134151",$
Dunkin,93,"donuts,coffee",3.0,"37.354921561285806,-122.01736402944587",$$
Pink Elephant Bakery,258,bakeries,4.0,"37.3451,-121.84873",$
SusieCakes,630,"cupcakes,bakeries,customcakes",4.0,"37.30809,-121.90112",$$
Starbucks,6,coffee,3.5,"37.39642094,-121.9742511",
Paris Baguette,531,"coffee,bakeries,cakeshop",3.0,"37.4280159190991,-121.911616363369",$$
SweetHoney Dessert,660,"desserts,juicebars",4.0,"37.422391,-121.917232",$$
The Don's Deli,142,delis,4.0,"37.37734743979627,-122.03125637838023",$$
McCarthy's Newsstand,12,convenience,3.0,"37.3300247,-121.9022141",$$
Daybreak Donuts & Ice Cream,115,"donuts,icecream,bagels",4.5,"37.3996124267578,-121.848297119141",$
Starbucks,5,coffee,2.0,"37.345196,-121.936437",
Sul & Beans,411,"desserts,coffee,shavedice",3.5,"37.324761,-122.010704",$$
Tasty Donuts,130,"donuts,coffee,bagels",4.5,"37.319037138971,-121.974081935938",$
Strike Brewing,160,breweries,4.5,"37.310603,-121.858168",$$
Faultline Brewing Company,1236,"brewpubs,burgers,pizza",3.5,"37.38735,-121.99259",$$
Whole Foods Market,79,"grocery,healthmarkets,organic_stores",3.5,"37.373982,-122.030499",$$$
KJ's Cafe,12,cafes,4.0,"37.391266,-121.982078",$
Willow Glen Farmers' Market,52,farmersmarket,3.5,"37.302485,-121.89717",$$
Psycho Donuts,30,donuts,3.0,"37.32523991922824,-121.9457102921699",
Kettle'e,324,"indpak,bakeries,breakfast_brunch",3.5,"37.35211,-121.95493",$
Rocko's Ice Cream Tacos,351,"icecream,coffee,breakfast_brunch",4.5,"37.3456191038032,-121.937541746348",$
Frost Cupcake Factory,893,"bakeries,coffee,cupcakes",4.0,"37.337456,-121.938267",$$
Maple Leaf Donuts,118,donuts,4.0,"37.304916,-121.978339",$
Cinnaholic,358,"vegan,bakeries,desserts",4.0,"37.33287069,-121.88491822",$
Vitality Bowls,249,"coffee,acaibowls,juicebars",4.0,"37.3825665,-121.8961497",$$
Beer Union,6,"bbq,breakfast_brunch,cocktailbars",3.0,"37.369449,-121.929918",
West Coast Farmers Market,30,farmersmarket,3.5,"37.3234791260491,-122.047803347614",$
Olivera Egg Ranch,128,gourmet,4.0,"37.4005619574925,-121.846109405221",$
Yum Yum Donuts,224,"donuts,coffee,sandwiches",3.5,"37.30409,-121.91337",$
Milpitas Farmers' Market,30,"farmersmarket,markets",4.0,"37.412236568970165,-121.89698414930352",$
Crumbl Cookies - Milpitas,64,"bakeries,desserts,icecream",4.0,"37.434579,-121.898319",
Donut Basket,117,"donuts,coffee",4.0,"37.432991027832,-121.9091796875",$
CRUST - Fresh Sourdough Deli,333,"sandwiches,delis",4.5,"37.411917,-121.918424",$$
Starbucks,15,coffee,4.0,"37.41677923,-121.95520342",$$
The Sandwich Spot,228,"sandwiches,delis",4.0,"37.3026411601596,-121.931210160255",$$
Pau Hana Shave Ice,103,shavedice,4.5,"37.34948139566876,-121.89340222920247",
Main Street Bagel,376,bagels,3.5,"37.38350913226,-121.89423469741",$
Manley’s Donut,92,donuts,4.0,"37.33715,-122.0328",$
K's Crepes & Cafe,400,"creperies,breakfast_brunch,cafes",4.0,"37.3511754,-122.0313322",$$
La Sonorense Bakery,23,"bakeries,juicebars,beer_and_wine",4.0,"37.3195,-121.8818283",$
Dulcinea Baking,23,bakeries,4.5,"37.324610440743385,-121.880876",
Paris Avenue,15,"bakeries,cafes",4.0,"37.31014,-121.89698",
Starbucks,46,coffee,2.5,"37.41807071,-121.9561457",$
Starbucks,77,coffee,2.0,"37.36765378,-121.99402485",$$
El Rico Pan Bakery,80,bakeries,4.0,"37.3186973,-121.8828846",$
Peanuts Deluxe Cafe,595,"diners,breakfast_brunch",4.0,"37.3372116088867,-121.883529663086",$$
Cathedral Faith Coffee House,1,coffee,5.0,"37.2919705136498,-121.874822415411",$
Freshly Baked Eatery,1016,"sandwiches,delis",4.5,"37.33965279706127,-121.88947963521625",$$
